# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
# MP Gain and Loss counts
branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	exp01	exp10
N23	0.110336	4.3362	0.348272	1	0	22
t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	7	66
t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	2	29
N24	0.0957914	3.56731	0.413204	1	1	12
t637000142_Lactobacillus_sakei	0.413204	3.98051	0	0	15	117
t651053039_Lactobacillus_casei	0.549252	4.11656	0	0	22	43
N25	0.0927207	3.42417	0.550475	1	2	31
t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	8	102
N26	0.0725506	3.49672	0.535008	1	10	9
t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	0	140
N27	0.0374447	3.53417	0.497563	2	11	4
N28	0.0899921	3.62416	0.407571	1	1	7
t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	40	30
t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	26	157
N29	0.562483	4.09665	0.693046	1	9	79
t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	8	91
t2511231143_Leuconostoc_mesenteroides	0.693046	4.7897	0	0	22	37
N30	0.12768	3.15942	0.512075	1	21	20
N31	0.459313	3.61874	0.589855	1	6	44
t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	13	79
N32	0.3441	3.96284	0.34441	2	19	32
N33	0.0721889	4.03503	0.272221	1	6	12
N34	0.0264226	4.06145	0.302792	1	0	31
t651053075_Streptococcus_thermophilus	0.302792	4.36424	0	0	5	76
N35	0.113069	4.17452	0.199349	1	7	50
t640069333_Streptococcus_pyogenes	0.285074	4.45959	0	0	15	60
t638341205_Streptococcus_agalactiae	0.199349	4.37387	0	0	20	20
t646564575_Streptococcus_mutans	0.272221	4.30725	0	0	8	56
N36	0.168576	4.13141	0.17796	1	2	28
t640963052_Streptococcus_pneumoniae	0.274837	4.40625	0	0	21	59
t640069334_Streptococcus_sanguinis	0.17796	4.30937	0	0	40	32
t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	27	81
N37	0.28301	2.66392	0.708566	2	77	15
N38	0.0921279	2.75605	0.678367	1	10	26
t637000201_Oceanobacillus_iheyensis	0.745715	3.50176	0	0	33	127
N39	0.308294	3.06434	0.370072	1	19	50
t637000019_Bacillus_clausii	0.520338	3.58468	0	0	49	52
t637000020_Bacillus_halodurans	0.370072	3.43442	0	0	37	54
N40	0.122947	2.78687	0.585619	1	27	24
t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	42	120
N41	0.0359658	2.82283	0.576188	2	13	27
N42	0.36406	3.18689	0.212128	1	42	50
t650377907_Bacillus_subtilis	0.226713	3.41361	0	0	26	37
t639279304_Bacillus_licheniformis	0.212128	3.39902	0	0	17	32
N43	0.776131	3.59897	0.00697958	1	44	81
N44	0.00960737	3.60857	0.0269746	1	0	2
t643692005_Bacillus_anthracis	0.0269746	3.63555	0	0	2	17
t641736135_Bacillus_cereus	0.0281128	3.63669	0	0	10	19
t637000023_Bacillus_thuringiensis	0.00697958	3.60595	0	0	2	5
N45	0.914185	3.19141	0.194262	1	14	81
t637000284_Staphylococcus_saprophyticus	0.194262	3.38567	0	0	5	34
N46	0.0696814	3.26109	0.180944	1	18	15
N47	0.0330424	3.29414	0.174828	1	5	20
t642555160_Staphylococcus_haemolyticus	0.174828	3.46896	0	0	5	35
t645058812_Staphylococcus_epidermidis	0.195413	3.48955	0	0	0	36
t645058811_Staphylococcus_aureus	0.180944	3.44204	0	0	8	34
N48	0.797155	2.42846	1.32312	2	3	317
N49	0.872114	3.30057	0.451004	1	1	24
t637000158_Mesoplasma_florum	0.451004	3.75158	0	0	1	33
N50	0.478114	3.77869	0.0389359	1	3	10
t637000181_Mycoplasma_mycoides	0.0389359	3.81762	0	0	5	3
t637000174_Mycoplasma_capricolum	0.0580773	3.83676	0	0	4	13
N51	0.191876	2.62033	1.64172	2	2	12
N52	0.470459	3.09079	1.17126	2	1	15
N53	0.353431	3.44422	0.922369	1	1	25
t637000175_Mycoplasma_gallisepticum	0.922369	4.36659	0	0	1	21
N54	0.828488	4.27271	0.29161	1	2	19
t637000183_Mycoplasma_pneumoniae	0.29161	4.56432	0	0	1	3
t638341133_Mycoplasma_genitalium	0.343123	4.61584	0	0	0	13
N55	0.112058	3.20285	1.0592	1	0	8
t645951878_Ureaplasma_urealyticum	1.22978	4.43263	0	0	4	62
t637000182_Mycoplasma_penetrans	1.0592	4.26205	0	0	21	2
N56	0.643399	3.26373	1.02871	1	2	31
t637000180_Mycoplasma_mobile	1.02871	4.29244	0	0	6	23
N57	0.0563134	3.32005	1.01953	1	0	18
N58	0.122815	3.44286	0.896711	1	1	2
t637000184_Mycoplasma_pulmonis	0.896711	4.33957	0	0	3	3
t637000185_Mycoplasma_synoviae	1.06895	4.51181	0	0	5	20
t637000178_Mycoplasma_hyopneumoniae	1.36097	4.68102	0	0	6	21
t637000306_Symbiobacterium_thermophilum	1.3651	1.60108	0	0	0	161
N59	0.0896901	0.0896901	1.80946	3	0	74
N60	0.124881	0.214572	1.68458	2	0	42
N61	0.177368	0.391939	1.50721	2	7	60
N62	0.835478	1.22742	0.927813	1	23	102
t637000322_Thermus_thermophilus	0.927813	2.15523	0	0	25	98
N63	0.915237	2.14265	0.168086	1	27	41
t637000092_Deinococcus_radiodurans	0.310454	2.45311	0	0	19	62
t641228488_Deinococcus_geothermalis	0.168086	2.31074	0	0	36	17
N64	0.871683	1.26362	0.635532	1	58	150
t637000121_Gloeobacter_violaceus	0.635532	1.89915	0	0	21	59
N65	0.374498	1.63812	0.501396	2	20	21
N66	0.160885	1.79901	0.340511	1	3	63
t641228501_Prochlorococcus_marinus	1.59131	3.39032	0	0	10	73
t637000308_Synechococcus_elongatus	0.340511	2.13952	0	0	25	18
N67	0.14653	1.78465	0.508121	1	6	9
t637000320_Thermosynechococcus_elongatus	0.650435	2.43509	0	0	3	86
N68	0.118631	1.90328	0.389489	1	12	14
t637000329_Trichodesmium_erythraeum	0.46374	2.36702	0	0	29	43
t646564504_Anabaena_variabilis	0.389489	2.29277	0	0	65	19
N69	0.538357	0.752929	1.46472	1	43	63
N70	1.11201	1.86494	0.66724	1	46	77
t637000115_Frankia_alni	0.66724	2.53218	0	0	70	99
N71	0.114673	1.97961	0.598967	1	12	35
t639633001_Acidothermus_cellulolyticus	0.598967	2.57858	0	0	15	171
N72	0.0702452	2.04986	0.654983	1	28	14
N73	0.0732605	2.12312	1.06326	3	38	4
N74	0.0675134	2.19063	1.18128	2	21	13
N75	0.103871	2.2945	1.07741	1	20	97
N76	0.285833	2.58033	0.791578	2	2	58
N77	1.39337	3.9737	0.223932	1	19	243
t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	9	28
t649633019_Bifidobacterium_longum	0.267378	4.24108	0	0	5	13
N78	0.182024	2.76236	0.609553	1	4	21
N79	0.254568	3.01693	0.476195	1	1	157
t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	9	170
t637000149_Leifsonia_xyli	0.476195	3.49312	0	0	12	11
t639633005_Arthrobacter_aurescens	0.609553	3.37191	0	0	109	8
t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	46	156
N80	1.23186	3.42249	0.0948495	1	70	29
t637000305_Streptomyces_coelicolor	0.0948495	3.51734	0	0	84	16
t637000304_Streptomyces_avermitilis	0.228608	3.6511	0	0	61	24
N81	0.609522	2.73264	0.45374	2	14	50
N82	0.506709	3.23935	0.523099	1	2	129
t647000231_Corynebacterium_jeikeium	0.523099	3.76245	0	0	4	107
N83	0.302197	3.54155	0.304762	1	9	23
t2511231083_Corynebacterium_diphtheriae	0.507606	4.04915	0	0	13	85
N84	0.178034	3.71958	0.126728	1	25	24
t644736345_Corynebacterium_efficiens	0.126728	3.84631	0	0	20	22
t640427110_Corynebacterium_glutamicum	0.131668	3.85125	0	0	18	20
N85	0.106464	2.8391	0.347276	1	56	9
t637000198_Nocardia_farcinica	0.347276	3.18638	0	0	42	60
N86	0.339647	3.17875	0.252863	2	43	26
N87	0.078342	3.25709	0.174521	1	25	10
t2506783060_Mycobacterium_smegmatis	0.332199	3.58929	0	0	89	25
t639633044_Mycobacterium_vanbaalenii	0.174521	3.43161	0	0	48	50
N88	0.157454	3.3362	0.152732	1	5	83
t645058725_Mycobacterium_avium	0.152732	3.48894	0	0	12	32
N89	0.028662	3.36487	0.161368	1	6	32
t637000170_Mycobacterium_leprae	0.215787	3.58065	0	0	0	221
N90	0.0193069	3.38417	0.142061	1	5	1
N91	0.136122	3.52029	0.00593893	1	11	26
t643692028_Mycobacterium_bovis	0.00593893	3.52623	0	0	2	7
t2512564073_Mycobacterium_tuberculosis	0.244072	3.76437	0	0	4	7
t642555140_Mycobacterium_ulcerans	0.157275	3.54145	0	0	22	33
t637000319_Thermobifida_fusca	0.654983	2.70484	0	0	18	135
t637000248_Rubrobacter_xylanophilus	1.46472	2.21765	0	0	66	149
N92	0.160097	0.249787	1.74684	3	0	79
N93	0.0856107	0.335398	2.21692	2	4	77
N94	0.147096	0.482495	2.34801	1	4	123
t637000236_Rhodopirellula_baltica	2.34801	2.8305	0	0	94	26
N95	2.29904	2.78154	0.311435	2	8	282
N96	0.261894	3.04343	0.0775642	1	1	12
t645951815_Chlamydia_muridarum	0.0775642	3.121	0	0	1	2
t637000063_Chlamydia_trachomatis	0.0804735	3.12391	0	0	0	4
N97	0.218478	3.00002	0.0929575	1	0	1
t637000065_Chlamydophila_abortus	0.0929575	3.09297	0	0	0	10
N98	0.0196318	3.01965	0.0760079	1	1	0
t637000066_Chlamydophila_caviae	0.0760079	3.09566	0	0	0	4
t637000067_Chlamydophila_felis	0.0778597	3.09751	0	0	0	0
N99	0.117901	0.453299	2.09902	2	4	43
N100	0.243181	0.69648	2.19017	2	1	91
N101	0.596974	1.29345	1.78546	2	3	228
N102	1.7393	3.03275	0.0461633	1	18	122
N103	0.00574868	3.0385	0.0404146	1	2	1
t2511231194_Borrelia_garinii	0.22915	3.26765	0	0	1	4
t641736176_Borrelia_afzelii	0.0404146	3.07892	0	0	0	1
t650377913_Borrelia_burgdorferi	0.050681	3.08344	0	0	0	9
N104	1.4188	2.71226	0.505795	1	4	16
t637000327_Treponema_denticola	0.505795	3.21805	0	0	71	11
t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	10	108
N105	2.12349	2.81997	0.0666835	1	27	67
t637000150_Leptospira_interrogans	0.0671989	2.88717	0	0	24	3
t639633033_Leptospira_borgpetersenii	0.0666835	2.88665	0	0	3	18
N106	0.695687	1.14899	1.40333	1	17	33
N107	0.947284	2.09627	1.28507	1	36	41
t637000087_Cytophaga_hutchinsonii	1.28507	3.38134	0	0	27	85
N108	0.225539	2.32181	1.33163	1	22	28
N109	0.996797	3.31861	0.587209	1	31	93
t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	22	144
N110	0.480439	3.79905	0.10677	1	54	10
t637000024_Bacteroides_fragilis	0.123027	3.92207	0	0	13	10
t637000026_Bacteroides_thetaiotaomicron	0.10677	3.90582	0	0	21	21
t639633025_Gramella_forsetii	1.33163	3.65344	0	0	44	89
t637000250_Salinibacter_ruber	1.40333	2.55232	0	0	32	116
N111	0.157005	0.406792	1.58983	2	14	31
N112	0.413388	0.82018	1.6278	1	3	171
N113	1.7534	2.57358	0.771851	2	23	76
N114	0.48989	3.06347	0.567881	1	6	30
t639633016_Campylobacter_fetus	0.567881	3.63135	0	0	12	21
t640963041_Campylobacter_jejuni	0.697764	3.76123	0	0	19	23
N115	0.300959	2.87454	0.470893	1	3	18
t637000341_Wolinella_succinogenes	0.470893	3.34543	0	0	34	22
N116	0.291809	3.16635	0.613383	1	5	40
N117	0.864047	4.03039	0.0540312	1	21	71
t650377950_Helicobacter_pylori	0.0540312	4.08442	0	0	6	2
t637000130_Helicobacter_acinonychis	0.0899945	4.12039	0	0	2	9
t637000131_Helicobacter_hepaticus	0.613383	3.77973	0	0	17	23
t637000010_Aquifex_aeolicus	1.6278	2.44798	0	0	38	101
N118	0.192245	0.599037	1.39759	3	16	3
N119	0.123024	0.722061	1.27456	2	28	65
N120	0.526262	1.24832	0.748301	1	15	49
t637000204_Pelobacter_carbinolicus	0.821259	2.06958	0	0	18	78
N121	0.32001	1.56833	0.42829	1	11	44
t639633050_Pelobacter_propionicus	0.560439	2.12877	0	0	20	70
N122	0.26541	1.83374	0.16288	1	6	40
t648231707_Geobacter_sulfurreducens	0.179986	2.01373	0	0	5	23
t637000119_Geobacter_metallireducens	0.16288	1.99662	0	0	52	15
N123	0.152174	0.874235	1.28114	2	22	39
N124	0.122383	0.996618	1.57609	1	6	52
N125	1.43365	2.43027	0.372034	1	11	89
t637000096_Desulfovibrio_vulgaris	0.372034	2.8023	0	0	10	24
N126	0.162021	2.59229	0.693831	1	0	10
t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	10	202
t643348538_Desulfovibrio_desulfuricans	0.693831	3.28612	0	0	31	16
t637000094_Desulfotalea_psychrophila	1.57609	2.5727	0	0	33	114
N127	0.0698325	0.944067	1.21131	1	10	69
t639633063_Syntrophobacter_fumaroxidans	1.31682	2.26089	0	0	41	68
t637000317_Syntrophus_aciditrophicus	1.21131	2.15537	0	0	36	133
N128	0.143844	0.742881	1.44191	2	29	30
N129	0.146015	0.888895	1.2959	1	23	56
t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	28	238
N130	0.522746	1.41164	0.773152	1	30	31
t637000186_Myxococcus_xanthus	0.873581	2.28522	0	0	91	87
t637000007_Anaeromyxobacter_dehalogenans	0.773152	2.18479	0	0	46	94
N131	0.426065	1.16895	1.93243	3	31	34
N132	0.778077	1.94702	1.15436	2	31	21
N133	0.212027	2.15905	1.07292	1	15	19
t637000325_Thiomicrospira_crunogena	1.13383	3.29288	0	0	25	214
N134	0.0540776	2.21313	1.01885	3	9	15
N135	0.126297	2.33942	1.15706	2	22	33
N136	0.127884	2.46731	1.02917	3	53	4
N137	0.56636	3.03367	0.704339	2	30	34
N138	0.103781	3.13745	0.612754	2	36	13
N139	0.421677	3.55913	0.191076	1	15	71
t639633057_Shewanella_amazonensis	0.191076	3.7502	0	0	6	31
N140	0.0778257	3.63695	0.218365	1	5	5
t640069331_Shewanella_loihica	0.233403	3.87035	0	0	6	27
N141	0.037157	3.67411	0.181208	2	2	13
N142	0.0798808	3.75399	0.14065	1	0	15
t637000257_Shewanella_frigidimarina	0.14065	3.89464	0	0	14	21
t637000256_Shewanella_denitrificans	0.151629	3.90562	0	0	22	61
N143	0.106248	3.78036	0.0749601	1	2	28
t637000258_Shewanella_oneidensis	0.0749601	3.85532	0	0	22	15
t641228507_Shewanella_baltica	0.0899684	3.87033	0	0	11	10
N144	0.0934401	3.23089	0.616694	1	42	22
t639633052_Psychromonas_ingrahamii	0.791791	4.02268	0	0	53	124
N145	0.0568849	3.28777	0.559809	1	67	15
N146	0.11221	3.39998	0.545832	2	31	20
N147	0.263366	3.66335	0.282467	1	9	53
t638341150_Photobacterium_profundum	0.282467	3.94582	0	0	30	49
N148	0.227413	3.89076	0.226328	1	7	29
N149	0.0897509	3.98051	0.136577	1	5	17
t637000335_Vibrio_parahaemolyticus	0.136577	4.11709	0	0	19	30
t649633107_Vibrio_vulnificus	0.14928	4.12979	0	0	5	40
t643692054_Vibrio_cholerae	0.357926	4.24869	0	0	8	93
N150	0.180598	3.58058	0.573029	2	19	57
N151	0.586901	4.16748	0.33509	2	11	203
N152	0.0369193	4.2044	0.298171	1	1	26
t2512564074_Pasteurella_multocida	0.363705	4.56811	0	0	13	27
t650377945_Haemophilus_influenzae	0.298171	4.50257	0	0	3	112
N153	0.467275	4.63476	0.0876493	1	2	49
t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	0	159
t641522604_Actinobacillus_pleuropneumoniae	0.0876493	4.72241	0	0	8	12
N154	0.2902	3.87078	0.282829	1	37	12
t637000207_Photorhabdus_luminescens	0.282829	4.15361	0	0	71	108
N155	0.118657	3.98944	0.21678	2	41	4
N156	0.139217	4.12866	0.0775627	1	18	33
t640069335_Yersinia_enterocolitica	0.0853074	4.21396	0	0	34	37
N157	0.0764314	4.20509	0.00113126	1	32	65
t646862351_Yersinia_pestis	0.0196893	4.22478	0	0	2	26
t637000355_Yersinia_pseudotuberculosis	0.00113126	4.20622	0	0	4	2
N158	0.126112	4.11555	0.322208	2	11	28
N159	0.317899	4.43345	0.10155	1	60	8
N160	0.0750804	4.50853	0.02647	1	57	30
N161	0.00157189	4.5101	0.0248981	1	31	4
N162	0.0100804	4.52018	0.0148176	1	1	28
t640427143_Shigella_sonnei	0.0148176	4.535	0	0	10	34
N163	0.0175625	4.53775	0.0154176	1	0	43
t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	6	121
t641522650_Shigella_boydii	0.0154176	4.55316	0	0	2	28
t638341089_Escherichia_coli	0.0324671	4.54257	0	0	38	20
t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	2	66
t642555155_Salmonella_enterica	0.19506	4.62851	0	0	47	39
N164	0.228668	4.34422	0.0935405	1	0	274
N165	0.723771	5.06799	0.940053	1	0	196
t650377917_Buchnera_aphidicola	0.940053	6.00804	0	0	2	106
t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	0	90
t637000270_Sodalis_glossinidius	0.0935405	4.43776	0	0	13	13
t639633004_Aeromonas_hydrophila	0.559809	3.84758	0	0	32	66
N166	0.0617933	3.09546	0.642546	1	3	56
t637000136_Idiomarina_loihiensis	0.804487	3.89995	0	0	11	170
N167	0.0515222	3.14698	0.591024	1	7	13
t637000216_Pseudoalteromonas_atlantica	0.591024	3.73801	0	0	88	57
t637000217_Pseudoalteromonas_haloplanktis	0.702584	3.84957	0	0	34	77
N168	0.116689	2.584	0.912485	2	31	11
N169	0.0865349	2.67053	0.82595	1	6	82
N170	0.648216	3.31875	0.653499	1	27	70
t650377902_Acinetobacter_baumannii	0.653499	3.97225	0	0	87	57
t637000227_Psychrobacter_cryohalolentis	0.853643	4.17239	0	0	25	70
t637000004_Alcanivorax_borkumensis	0.82595	3.49648	0	0	13	111
N171	0.0710295	2.65503	0.863602	1	14	8
N172	0.129871	2.7849	0.733731	1	39	13
t637000128_Hahella_chejuensis	0.733731	3.51863	0	0	58	86
N173	0.072905	2.8578	0.75901	1	56	38
t637000075_Chromohalobacter_salexigens	0.75901	3.61681	0	0	64	156
N174	0.556581	3.41438	0.33283	1	122	34
N175	0.167576	3.58196	0.165254	2	37	22
N176	0.115004	3.69696	0.0502503	1	6	79
t637000219_Pseudomonas_entomophila	0.0502503	3.74721	0	0	18	39
t650716076_Pseudomonas_putida	0.0884586	3.78542	0	0	23	43
N177	0.390724	3.97268	0.0282632	1	10	16
t2505313072_Pseudomonas_syringae	0.0282632	4.00095	0	0	41	137
t2511231156_Pseudomonas_fluorescens	0.245386	4.21807	0	0	24	48
t2511231165_Pseudomonas_aeruginosa	0.418326	3.83271	0	0	30	41
t637000249_Saccharophagus_degradans	0.918675	3.5737	0	0	29	198
N178	0.242263	2.58169	1.10707	1	4	141
N179	0.119575	2.70126	0.987496	1	6	41
t646564542_Legionella_pneumophila	1.11134	3.8126	0	0	47	43
t643348531_Coxiella_burnetii	0.987496	3.68876	0	0	17	115
t637000114_Francisella_tularensis	1.92991	4.51159	0	0	29	169
N180	0.0590689	2.2722	0.959776	2	24	35
N181	0.0671176	2.33931	0.892659	1	2	72
t647533188_Nitrosococcus_oceani	0.892659	3.23197	0	0	42	71
t639633026_Halorhodospira_halophila	1.20041	3.53972	0	0	63	93
N182	0.184588	2.45678	1.18958	1	9	27
t637000166_Methylococcus_capsulatus	1.18958	3.64636	0	0	48	113
N183	1.70847	4.16526	0.0440567	1	26	104
N184	0.0181804	4.18344	0.0258763	1	99	6
N185	0.0132466	4.19668	0.0126298	1	44	2
t637000342_Xanthomonas_axonopodis	0.0126298	4.20931	0	0	8	11
t637000345_Xanthomonas_campestris	0.0172596	4.21394	0	0	11	7
t642555170_Xanthomonas_oryzae	0.0431648	4.2266	0	0	1	35
t637000349_Xylella_fastidiosa	0.507165	4.67242	0	0	6	120
N186	0.346112	2.29313	0.808244	2	14	18
N187	0.287442	2.58058	0.520802	1	6	78
t637000074_Chromobacterium_violaceum	0.520802	3.10138	0	0	122	27
N188	1.00986	3.59044	0.0250739	1	12	168
t642555143_Neisseria_gonorrhoeae	0.0372095	3.62765	0	0	0	22
t637000189_Neisseria_meningitidis	0.0250739	3.61551	0	0	7	11
N189	0.0810812	2.37421	0.783155	2	14	13
N190	0.115696	2.48991	0.689345	1	49	12
t637000088_Dechloromonas_aromatica	0.689345	3.17925	0	0	54	101
N191	0.232161	2.72207	0.745011	2	79	20
N192	0.0700591	2.79213	0.674952	2	74	8
N193	0.372145	3.16428	0.406299	1	12	28
t640069319_Methylibium_petroleiphilum	0.406299	3.57058	0	0	28	163
N194	0.202498	3.36677	0.319129	2	30	21
N195	0.0508163	3.41759	0.268313	1	6	72
t637000235_Rhodoferax_ferrireducens	0.268313	3.6859	0	0	56	91
t639633051_Polaromonas_naphthalenivorans	0.297597	3.71519	0	0	42	71
N196	0.125779	3.49255	0.243049	1	3	59
t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	93	103
t639633002_Acidovorax_avenae	0.243049	3.7356	0	0	32	128
N197	0.231614	3.02375	0.443338	1	50	35
t651053062_Ralstonia_solanacearum	0.443338	3.46708	0	0	26	120
N198	0.289916	3.31366	0.266114	1	85	15
t637000053_Burkholderia_xenovorans	0.266114	3.57977	0	0	98	43
N199	0.0924744	3.40614	0.177078	2	34	45
N200	0.131508	3.53764	0.0455707	1	21	43
t637000046_Burkholderia_cenocepacia	0.0455707	3.58321	0	0	15	27
t637000047_Burkholderia_cepacia	0.0609718	3.59861	0	0	21	29
N201	0.102759	3.50889	0.0790192	1	15	70
t641736124_Burkholderia_thailandensis	0.10024	3.60913	0	0	9	32
N202	0.0662877	3.57518	0.0127314	1	19	20
t638341031_Burkholderia_mallei	0.0127314	3.58791	0	0	0	58
t640069306_Burkholderia_pseudomallei	0.0281172	3.6033	0	0	3	0
N203	0.842953	3.56502	0.00886199	1	30	142
N204	0.0168823	3.58191	0.00495294	1	23	1
t637000032_Bordetella_bronchiseptica	0.0107121	3.59262	0	0	17	5
t637000033_Bordetella_parapertussis	0.00495294	3.58686	0	0	0	25
t651053009_Bordetella_pertussis	0.00886199	3.57389	0	0	1	59
N205	0.0945805	2.4688	0.688574	2	2	70
N206	0.0738117	2.54261	0.614762	1	2	44
t637000324_Thiobacillus_denitrificans	0.614762	3.15737	0	0	28	54
t637000165_Methylobacillus_flagellatus	0.649702	3.19231	0	0	44	95
N207	0.411601	2.8804	0.294126	1	19	103
t637000197_Nitrosospira_multiformis	0.294126	3.17452	0	0	13	37
N208	0.440944	3.32134	0.104493	1	5	33
t637000195_Nitrosomonas_europaea	0.104493	3.42583	0	0	3	19
t637000196_Nitrosomonas_eutropha	0.151389	3.47273	0	0	9	13
N209	0.789825	1.95877	1.21784	3	6	46
N210	0.565073	2.52384	1.19189	2	0	330
N211	1.06264	3.58649	0.12925	1	6	85
t640753044_Rickettsia_bellii	0.12925	3.71574	0	0	1	4
N212	0.098325	3.68481	0.0523042	2	0	1
N213	0.109777	3.79459	0.037121	1	0	13
t637000245_Rickettsia_prowazekii	0.037121	3.83171	0	0	0	4
t2512564075_Rickettsia_typhi	0.199618	3.99421	0	0	0	5
N214	0.0117875	3.6966	0.0405167	1	0	0
t637000244_Rickettsia_felis	0.0405167	3.73712	0	0	3	0
t637000243_Rickettsia_conorii	0.0518256	3.74843	0	0	1	9
N215	0.363555	2.8874	1.12872	1	1	51
t637000191_Neorickettsia_sennetsu	1.57767	4.46507	0	0	0	31
N216	0.663771	3.55117	0.464951	2	5	3
N217	0.465514	4.01668	0.354878	1	1	9
t637000009_Anaplasma_phagocytophilum	0.440415	4.4571	0	0	0	18
t645058829_Anaplasma_marginale	0.354878	4.37156	0	0	7	0
N218	0.270692	3.82186	0.194259	1	0	13
N219	0.104548	3.92641	0.108726	1	0	0
t637000097_Ehrlichia_canis	0.111601	4.03801	0	0	0	0
t638341079_Ehrlichia_chaffeensis	0.108726	4.03514	0	0	0	1
t639279308_Ehrlichia_ruminantium	0.194259	4.01612	0	0	0	2
N220	0.214408	2.17318	1.00343	2	50	6
N221	0.591641	2.76482	0.584242	1	5	73
N222	0.206776	2.9716	0.377466	1	22	31
N223	0.181607	3.1532	0.343462	1	4	20
t637000103_Erythrobacter_litoralis	0.461874	3.61508	0	0	12	86
t640427126_Novosphingobium_aromaticivorans	0.343462	3.49667	0	0	101	26
t637000271_Sphingopyxis_alaskensis	0.377466	3.34906	0	0	21	77
t637000356_Zymomonas_mobilis	0.818787	3.58361	0	0	17	209
N224	0.0919948	2.26517	0.911434	2	53	4
N225	0.111234	2.37641	0.8002	1	4	59
N226	0.285389	2.6618	0.51481	1	11	49
t637000155_Magnetospirillum_magneticum	0.51481	3.17661	0	0	83	82
t637000241_Rhodospirillum_rubrum	0.591703	3.2535	0	0	73	61
t637000122_Gluconobacter_oxydans	1.12616	3.50257	0	0	41	236
N227	0.0938604	2.35903	1.06961	3	84	6
N228	0.0727689	2.4318	0.999654	2	9	11
N229	0.360826	2.79263	0.728439	1	6	203
