# Empirical Bayesian Rates
# Rate in each gamma category: category 1, Rate= 0.8846894 category 2, Rate= 3.591584 category 3, Rate= 11.15788 
# Posterior probability for each category, and each position is given.
POS	Rate	Categ 1	Categ 2	Categ 3	
2538	6.773902	0.1994209	0.3086439	0.4919352	
2539	7.00775	0.1843797	0.2981596	0.5174607	
2540	7.051077	0.1823926	0.2951314	0.5224761	
2541	11.09052	2.916787e-05	0.008863476	0.9911074	
2542	4.289842	0.000459449	0.9070909	0.09244966	
2543	7.92596	0.1300338	0.250593	0.6193732	
2544	6.609556	0.2089425	0.3174366	0.4736209	
2545	10.44876	0.004012474	0.08827385	0.9077137	
2546	3.586333	0.003265482	0.9962602	0.0004743	
2547	8.451863	0.001997588	0.354929	0.6430734	
2548	3.678212	0.001443804	0.9865905	0.01196571	
2549	8.541503	0.08602029	0.2289994	0.6849803	
2550	10.88657	0.000385783	0.03533494	0.9642793	
2551	8.331958	0.115348	0.2168739	0.6677781	
2552	7.140936	0.177409	0.2900217	0.5325693	
2553	7.988148	0.1300955	0.2422902	0.6276143	
2554	9.138616	0.04836687	0.2012061	0.7504271	
2555	9.138616	0.04836687	0.2012061	0.7504271	
2556	7.555801	0.1532165	0.2680386	0.5787449	
2557	10.92176	0.001295411	0.02944843	0.9692562	
2558	3.590774	0.0002992259	0.9997008	2.578503e-14	
2559	10.51106	0.007872073	0.07479857	0.9173294	
2560	11.00906	3.491646e-06	0.01966466	0.9803318	
2561	7.247765	0.1704384	0.285367	0.5441946	
2562	4.337313	0.3637905	0.4075017	0.2287077	
2563	11.12998	6.940482e-05	0.003593746	0.9963368	
2564	10.79246	0.002543576	0.04484294	0.9526135	
2565	11.15785	2.078999e-09	4.416586e-06	0.9999956	
2566	6.618702	0.1542987	0.3904209	0.4552804	
2567	3.005011	0.2172862	0.7825027	0.0002111296	
2568	7.247765	0.1704384	0.285367	0.5441946	
2569	3.591584	5.539716e-09	1	1.603918e-08	
2570	7.291486	0.1676279	0.2834045	0.5489676	
2571	8.03925	0.1395466	0.2227039	0.6377495	
2572	9.821665	0.02342156	0.1448005	0.8317779	
2573	10.11418	0.0001980452	0.1376727	0.8621292	
2574	7.447997	0.1993304	0.2196751	0.5809946	
2575	3.588082	0.01847978	0.9753718	0.006148394	
2576	6.069864	0.01030386	0.658468	0.3312282	
2577	6.769604	0.1919201	0.3193961	0.4886837	
2578	10.31757	0.0133159	0.09298088	0.8937032	
2579	7.385615	0.160575	0.2805401	0.5588849	
2580	7.385615	0.160575	0.2805401	0.5588849	
2581	6.110199	0.242164	0.3383274	0.4195086	
2582	5.124834	0.195294	0.5321963	0.2725097	
2583	6.396246	0.2227419	0.3268927	0.4503655	
2584	10.08973	0.01843414	0.1161432	0.8654226	
2585	10.97518	0.003718866	0.01909743	0.9771837	
2586	10.97518	0.003718866	0.01909743	0.9771837	
2587	10.97518	0.003718866	0.01909743	0.9771837	
2588	9.906059	0.004927014	0.1587577	0.8363152	
2589	3.325349	0.1288586	0.8602283	0.0109131	
2590	3.325349	0.1288586	0.8602283	0.0109131	
2591	3.563625	0.01032892	0.9896711	1.426881e-14	
2592	6.640821	0.2072682	0.3155778	0.477154	
2593	7.3346	0.1677171	0.2775853	0.5546977	
2594	6.627311	0.2078204	0.3166136	0.475566	
2595	5.882979	0.001740458	0.6947947	0.3034649	
2596	7.073577	0.09177204	0.4151984	0.4930296	
2597	5.64646	0.267168	0.3656682	0.3671638	
2598	7.25843	0.1702281	0.284243	0.5455289	
2599	7.45847	0.1647645	0.2652229	0.5700126	
2600	5.62407	0.2762629	0.3562787	0.3674584	
2601	10.0711	0.02182936	0.1139962	0.8641744	
2602	9.575394	0.03749276	0.1582437	0.8042636	
2603	9.757393	0.03230451	0.1412341	0.8264613	
2604	3.437765	0.05682475	0.9431752	6.375984e-09	
2605	10.97836	0.001074627	0.02226725	0.9766581	
2606	7.057011	0.1828392	0.2937406	0.5234202	
2607	6.203189	0.2382166	0.3313971	0.4303863	
2608	6.354318	0.2245516	0.3299768	0.4454716	
2609	9.198462	0.06839254	0.1661065	0.765501	
2610	6.640821	0.2072682	0.3155778	0.477154	
2611	6.640821	0.2072682	0.3155778	0.477154	
2612	7.036106	0.1835351	0.2955588	0.5209061	
2613	7.036106	0.1835351	0.2955588	0.5209061	
2614	7.036106	0.1835351	0.2955588	0.5209061	
2615	7.036106	0.1835351	0.2955588	0.5209061	
2616	7.036106	0.1835351	0.2955588	0.5209061	
2617	7.036106	0.1835351	0.2955588	0.5209061	
2618	7.036106	0.1835351	0.2955588	0.5209061	
2619	7.036106	0.1835351	0.2955588	0.5209061	
2620	7.368195	0.1616338	0.2814049	0.5569613	
2621	7.368195	0.1616338	0.2814049	0.5569613	
2622	7.368195	0.1616338	0.2814049	0.5569613	
2623	7.368195	0.1616338	0.2814049	0.5569613	
2624	7.368195	0.1616338	0.2814049	0.5569613	
2625	7.368195	0.1616338	0.2814049	0.5569613	
2626	7.00775	0.1843797	0.2981596	0.5174607	
2627	11.1334	1.81188e-05	0.003211676	0.9967702	
2628	10.93	1.98208e-05	0.03009131	0.9698889	
2629	8.069667	0.005505708	0.4006787	0.5938156	
2630	9.068959	0.003762404	0.2709744	0.7252632	
2631	11.15786	6.814993e-13	2.567792e-06	0.9999974	
2632	10.13359	0.01998543	0.1082408	0.8717738	
2633	5.320016	0.0753805	0.6692134	0.2554061	
2634	11.03835	0.00012514	0.01562882	0.984246	
2635	10.6047	0.002510673	0.06970291	0.9277864	
2636	9.577094	0.008844478	0.1969164	0.7942391	
2637	10.6047	0.002510673	0.06970291	0.9277864	
2638	6.966669	0.1873077	0.2996136	0.5130787	
2639	6.966669	0.1873077	0.2996136	0.5130787	
2640	6.966669	0.1873077	0.2996136	0.5130787	
2641	6.966669	0.1873077	0.2996136	0.5130787	
2642	3.872127	0.4510524	0.3505026	0.198445	
2643	7.138755	0.1765392	0.2914909	0.53197	
2644	10.71136	0.00327842	0.05456369	0.9421579	
2645	11.15473	2.10233e-07	0.000416575	0.9995832	
2646	11.15787	1.406309e-11	1.382361e-06	0.9999986	
2647	5.772384	0.004171452	0.7061107	0.2897178	
2648	10.74665	0.005844438	0.04641588	0.9477397	
2649	10.33128	0.001769437	0.1068462	0.8913843	
2650	8.092666	0.0905576	0.2821593	0.6272831	
2651	5.663252	0.2741852	0.3539212	0.3718935	
2652	9.66288	0.03470033	0.1504726	0.814827	
2653	7.087193	0.1716663	0.3049218	0.5234119	
2654	10.17048	0.02032247	0.1029068	0.8767707	
2655	8.300738	0.1111434	0.226709	0.6621477	
2656	10.56495	0.00946168	0.0655183	0.92502	
2657	1.722822	0.6903711	0.3096289	1.678275e-10	
2658	2.208208	0.6069985	0.3586776	0.03432387	
2659	1.674493	0.7094302	0.2901387	0.0004311148	
2660	10.43612	0.005470092	0.08796463	0.9065653	
2661	4.102451	0.3863374	0.4079291	0.2057335	
2662	9.969221	0.01144454	0.1415607	0.8469948	
2663	2.917062	0.4912026	0.4222146	0.08658281	
2664	4.137317	0.3866339	0.4029185	0.2104476	
2665	4.137317	0.3866339	0.4029185	0.2104476	
2666	7.03163	0.183938	0.2956033	0.5204587	
2667	9.959784	0.03509088	0.110702	0.8542071	
2668	7.900155	0.09043835	0.3077644	0.6017972	
2669	2.943432	0.5059946	0.3986455	0.0953599	
2670	5.663252	0.2741852	0.3539212	0.3718935	
2671	5.663252	0.2741852	0.3539212	0.3718935	
2672	6.612464	0.05156864	0.5307277	0.4177037	
2673	7.317795	0.1665265	0.2814229	0.5520506	
2674	3.449975	0.448466	0.409808	0.141726	
2675	6.736863	0.198849	0.3143157	0.4868354	
2676	3.74418	0.4360649	0.3877621	0.176173	
